,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
15,10016,Jack Isenbarger,SR,2013-14,G,Elon,Southern,29,724,25.0,2.6,7.3,0.9,2.4,1.7,4.9,2.0,2.6,0.6,1.9,2.4,2.3,0.6,0.0,1.2,1.2,9.0,13.8,.523,.472,2.9,8.3,5.8,16.8,1.3,0.1,12.6,20.5,267,109.6,109.0,1.2,0.6,1.8,0.7,-2.5,-1.8
16,10017,Miles Jackson-Cartwright,FR,2010-11,G,Pennsylvania,Ivy,28,946,33.8,3.8,8.7,2.5,5.1,1.3,3.6,3.0,3.6,0.3,1.8,2.0,2.9,1.2,0.2,3.0,2.8,11.7,12.9,.563,.502,1.0,7.1,4.1,18.8,2.3,0.6,22.2,22.1,322,98.8,107.4,0.9,0.7,1.6,-0.4,-1.4,-1.8
17,10018,Cordarius Johnson,SO,2011-12,G,Louisiana Tech,WAC,34,774,22.8,3.4,8.5,1.7,3.6,1.7,4.9,1.0,1.7,0.8,3.0,3.8,1.0,0.5,0.2,1.6,1.6,9.6,14.9,.517,.505,3.9,17.4,10.0,9.2,1.4,0.8,14.4,23.9,291,99.2,102.7,0.9,0.9,1.7,0.3,-2.2,-1.8
18,10019,Stefon Johnson,SO,2010-11,F,Gardner-Webb,Big South,32,818,25.6,4.0,8.3,3.9,8.2,0.0,0.1,1.3,2.3,2.2,3.8,5.9,0.8,1.1,0.3,1.7,2.9,9.2,16.5,.489,.479,9.5,18.3,13.7,8.2,2.5,1.6,14.9,22.5,287,97.2,98.8,0.7,1.3,1.9,-2.5,0.7,-1.8
19,10020,Lawrence Johnson-Danner,SR,2013-14,G,Texas Southern,SWAC,34,916,26.9,2.1,5.1,0.3,1.0,1.7,4.2,1.4,1.6,0.4,2.2,2.6,1.1,0.4,0.1,0.7,1.4,7.3,11.3,.614,.569,2.0,9.1,5.7,7.2,0.8,0.3,10.7,12.4,223,125.9,112.0,1.7,0.6,2.2,1.4,-3.2,-1.8
22,10021,Marvin Jordan,SO,2011-12,G,Niagara,MAAC,33,994,30.1,3.3,9.3,0.8,2.1,2.5,7.2,1.3,2.0,0.6,1.7,2.3,2.1,1.4,0.0,1.5,2.4,10.4,13.1,.508,.487,2.1,8.4,4.8,14.6,2.7,0.0,13.1,19.3,324,105.0,112.7,1.4,0.2,1.6,1.7,-3.6,-1.8
23,10022,Kaleb Joseph,FR,2014-15,G,Syracuse,ACC,31,847,27.3,2.2,5.8,2.0,4.7,0.2,1.1,1.3,1.8,0.5,1.7,2.2,3.8,0.9,0.1,2.3,1.9,5.9,8.6,.442,.395,1.9,7.2,4.5,26.5,2.0,0.4,25.7,16.9,220,87.6,101.8,-0.2,1.1,0.9,-2.6,0.8,-1.8
24,10023,Mathieu Kamba,JR,2016-17,G,Central Arkansas,Southland,32,1001,31.3,5.2,9.8,5.0,9.2,0.3,0.6,3.2,5.4,2.8,3.9,6.7,1.8,0.8,0.5,2.2,2.9,13.9,18.5,.561,.545,10.0,13.4,11.7,11.7,1.4,1.8,15.2,22.5,440,109.3,116.9,1.9,0.0,2.0,0.5,-2.4,-1.8
25,10024,Brandan Kearney,SR,2014-15,F,Detroit Mercy,Horizon,33,685,20.8,2.2,5.1,1.5,2.9,0.8,2.2,1.0,1.4,0.5,1.7,2.2,1.7,0.8,0.1,1.4,2.1,6.3,12.1,.542,.515,2.7,10.2,6.4,16.0,2.1,0.8,19.8,17.7,208,101.6,105.9,0.7,0.6,1.3,-0.7,-1.1,-1.8
26,10025,Jaylen Key,FR,2015-16,F,Northern Illinois,MAC,34,626,18.4,2.2,5.0,2.2,4.9,0.0,0.1,1.1,1.6,1.2,2.4,3.6,0.7,0.6,0.5,1.1,2.6,5.6,11.7,.483,.450,7.1,14.3,10.7,7.4,1.8,3.2,15.9,18.3,187,96.8,97.3,0.3,1.2,1.5,-4.1,2.4,-1.8
27,10026,Jeremiah Kreisberg,SO,2011-12,C,Yale,Ivy,29,744,25.7,2.6,5.5,2.6,5.4,0.0,0.1,2.6,3.2,1.4,3.7,5.1,1.3,0.3,0.2,1.9,2.6,7.7,12.5,.545,.463,6.5,18.1,12.0,10.9,0.8,0.8,21.5,17.8,227,102.0,99.3,0.8,1.1,1.9,-2.3,0.5,-1.8
28,10027,Colter Lasher,JR,2015-16,F,Houston Baptist,Southland,32,834,26.1,4.2,8.9,3.1,5.8,1.1,3.1,1.1,1.8,0.9,3.7,4.7,2.0,0.9,0.5,1.7,1.7,10.6,16.7,.541,.533,4.3,15.0,10.0,15.4,1.9,1.9,14.7,21.3,325,105.5,104.8,1.2,1.0,2.1,-0.5,-1.3,-1.8
29,10028,T.J. Lindsay,JR,2011-12,G,Southern Illinois,MVC,31,681,22.0,2.6,6.5,1.4,3.0,1.2,3.5,0.6,1.2,0.4,1.8,2.2,1.3,0.8,0.0,1.5,2.1,7.1,11.0,.504,.498,2.0,12.0,6.2,13.1,2.2,0.2,17.4,19.9,200,94.4,107.4,0.3,0.5,0.8,0.1,-1.8,-1.8
30,10029,Anthony Livingston,SO,2014-15,F,Arkansas State,Sun Belt,29,1039,35.8,5.7,12.3,4.8,9.4,0.9,2.9,3.5,5.1,2.7,7.4,10.0,0.8,0.5,1.0,2.7,2.3,15.9,19.2,.538,.501,8.3,22.7,15.5,5.2,0.8,3.0,15.4,25.1,427,102.6,101.1,1.5,1.5,3.0,-1.3,-0.5,-1.8
31,10030,Brad Loesing,JR,2010-11,G,Wofford,Southern,34,1048,30.8,2.2,5.2,1.3,3.0,0.9,2.1,0.9,1.1,0.3,1.2,1.4,3.2,0.8,0.1,2.2,2.8,6.2,8.2,.546,.509,1.1,4.9,3.0,18.4,1.6,0.4,27.7,13.5,236,98.3,109.4,0.6,0.6,1.2,-0.5,-1.4,-1.8
32,10031,Lavon Long,FR,2013-14,G,Siena,MAAC,38,1002,26.4,3.3,7.7,3.2,7.5,0.1,0.2,2.8,3.9,1.5,3.4,4.9,1.2,0.6,0.7,1.8,3.9,9.4,12.4,.493,.430,6.4,14.2,10.3,9.9,1.2,3.0,16.1,21.4,344,99.9,104.0,0.8,1.3,2.1,-3.0,1.3,-1.8
33,10032,Chris Manresa,JR,2011-12,F,San Diego,WCC,30,702,23.4,3.5,6.7,3.5,6.7,0.0,0.0,1.7,3.5,1.5,4.4,5.9,0.8,0.5,0.5,1.0,2.1,8.8,18.0,.525,.527,7.9,25.5,16.2,7.7,1.2,2.3,10.4,21.0,249,106.0,103.3,1.2,0.7,1.9,-1.2,-0.6,-1.8
34,10033,Kendal Manuel,FR,2016-17,G,Oregon State,Pac-12,32,923,28.8,2.7,7.2,1.1,2.9,1.6,4.2,0.8,1.1,0.4,2.0,2.4,1.6,0.9,0.1,1.8,2.1,7.8,8.4,.506,.489,1.7,8.1,4.9,12.0,1.9,0.2,18.9,17.2,236,92.5,111.9,0.1,0.5,0.6,-1.1,-0.8,-1.8
35,10034,Dikymbe Martin,FR,2016-17,G,UC-Riverside,Big West,29,781,26.9,3.8,8.4,2.8,5.9,1.0,2.5,0.9,1.0,0.5,1.8,2.3,2.6,1.5,0.1,1.8,2.0,9.3,14.5,.525,.504,2.0,7.7,4.8,21.3,3.2,0.4,16.5,20.0,268,100.3,101.5,0.7,1.2,1.8,-1.0,-0.8,-1.8
36,10035,Kris Martin,FR,2015-16,G,Oral Roberts,Summit,31,649,20.9,2.6,6.5,1.5,3.0,1.2,3.5,1.2,1.7,0.3,2.4,2.6,1.2,0.5,0.4,1.3,0.9,7.7,13.1,.520,.495,1.4,12.4,7.1,10.8,1.4,1.8,14.6,20.5,222,100.2,110.5,0.5,0.4,1.0,-0.2,-1.6,-1.8
37,10036,D.J. Mason,SR,2015-16,F,Campbell,Big South,30,734,24.5,4.5,9.1,4.0,7.5,0.5,1.6,1.2,2.4,2.1,4.2,6.3,1.9,0.8,0.4,1.5,2.7,10.7,20.1,.518,.518,9.8,19.9,14.9,18.2,1.9,1.7,12.5,24.6,340,106.5,103.5,1.3,1.0,2.3,-0.6,-1.2,-1.8
38,10037,Matt Massey,JR,2010-11,C,Southern Utah,Summit,30,726,24.2,3.6,6.5,3.4,6.0,0.1,0.5,2.1,2.9,1.6,1.7,3.3,1.2,0.5,0.3,1.9,2.9,9.4,15.5,.595,.559,8.5,8.2,8.3,10.3,1.2,1.5,19.1,20.2,265,109.1,111.7,1.4,0.2,1.6,0.7,-2.5,-1.8
39,10038,Reco McCarter,SO,2012-13,G,Campbell,Big South,32,767,24.0,2.8,6.1,2.3,4.1,0.5,2.0,1.9,2.6,1.5,2.4,3.9,1.6,1.2,0.4,2.3,1.9,8.0,15.1,.544,.495,7.3,13.3,10.1,12.6,2.9,1.9,24.0,20.3,258,96.8,105.4,0.6,0.6,1.3,-0.9,-0.8,-1.8
40,10039,Andrew McCarthy,SO,2010-11,F,Brown,Ivy,28,539,19.3,2.6,4.8,2.6,4.7,0.0,0.1,1.4,2.0,1.4,2.8,4.1,0.5,0.3,0.9,0.9,2.5,6.7,16.9,.586,.560,8.6,15.7,12.3,5.9,0.9,4.5,14.0,17.8,182,112.0,105.2,1.0,0.5,1.5,-1.5,-0.3,-1.8
41,10040,Isaiah McCray,JR,2013-14,G,IPFW,Summit,32,737,23.0,2.1,5.7,1.4,3.4,0.7,2.3,1.8,3.6,0.6,2.1,2.8,2.2,0.9,0.5,1.1,2.2,6.7,12.1,.451,.425,3.4,11.5,7.5,16.2,2.4,2.2,12.9,19.0,236,102.3,109.3,0.7,0.6,1.3,-1.9,0.1,-1.8
44,10041,Mike Miklusak,FR,2013-14,F,Western Illinois,Summit,29,596,20.6,1.8,5.2,0.6,1.5,1.2,3.7,0.3,0.5,0.5,2.4,2.9,1.1,0.7,0.2,0.8,2.1,5.2,10.6,.477,.470,3.1,14.9,9.1,11.6,2.3,1.4,12.2,17.2,147,96.5,99.8,0.2,1.0,1.2,-2.1,0.2,-1.8
45,10042,Matija Milin,SO,2016-17,F,Fairfield,MAAC,29,700,24.1,3.4,7.1,2.4,4.0,1.0,3.1,0.5,0.9,1.1,3.0,4.1,0.9,0.5,0.3,1.3,2.5,8.3,12.6,.557,.554,5.1,13.1,9.2,6.9,1.1,1.3,14.5,18.0,221,102.4,103.9,0.6,0.9,1.5,-1.5,-0.3,-1.8
46,10043,Justin Miller,FR,2016-17,F,Louisiana-Lafayette,Sun Belt,33,790,23.9,3.9,8.0,3.1,5.9,0.8,2.1,2.5,3.7,1.8,3.3,5.2,1.4,0.4,0.2,2.0,2.9,11.1,16.8,.566,.530,8.4,16.6,12.3,10.3,0.9,0.9,16.8,22.7,353,110.9,106.9,1.6,0.8,2.4,0.5,-2.2,-1.8
47,10044,Pete Miller,SO,2014-15,F,Princeton,Ivy,30,557,18.6,2.4,4.5,2.4,4.5,0.0,0.0,0.9,2.2,0.6,1.9,2.5,1.2,0.5,1.2,1.4,2.3,5.8,13.6,.526,.545,4.4,12.3,8.5,15.0,1.5,7.0,20.6,21.0,175,93.7,100.1,0.2,0.8,1.0,-4.2,2.5,-1.8
48,10045,Neal Monson,JR,2015-16,C,UC-Davis,Big West,29,841,29.0,3.5,7.1,3.5,7.0,0.0,0.1,2.0,3.0,2.2,6.3,8.5,0.8,0.4,0.4,1.4,2.2,9.0,15.8,.530,.493,9.0,24.8,17.1,6.4,0.9,1.6,14.6,18.3,265,104.3,94.8,0.9,1.8,2.7,-3.0,1.2,-1.8
49,10046,Ethan Montalvo,JR,2014-15,G,Texas State,Sun Belt,31,664,21.4,2.4,6.7,0.7,1.5,1.6,5.2,1.3,1.6,0.1,1.2,1.3,1.4,0.6,0.1,1.2,1.5,7.7,12.2,.510,.471,0.5,7.2,3.8,15.2,1.7,0.7,13.7,22.1,217,99.7,98.1,0.6,1.1,1.8,0.0,-1.8,-1.8
50,10047,Moses Morgan,JR,2012-13,F,DePaul,Big East,29,548,18.9,2.0,6.3,0.9,2.7,1.1,3.6,0.8,1.0,0.6,1.7,2.3,1.0,0.6,0.3,1.2,1.2,5.9,9.6,.438,.412,3.3,11.8,7.1,9.7,1.8,1.7,15.1,20.2,165,88.6,108.5,0.0,0.3,0.3,-0.5,-1.3,-1.8
51,10048,Jim Mower,SR,2011-12,G,Lafayette,Patriot,31,994,32.1,4.1,9.5,2.3,4.4,1.8,5.1,2.8,3.3,0.2,2.5,2.7,1.6,0.5,0.3,1.3,1.9,12.8,16.1,.580,.526,0.8,11.0,5.6,11.0,1.0,0.9,10.7,20.7,361,113.4,115.3,2.3,-0.1,2.2,2.2,-4.0,-1.8
52,10049,Roberto Nelson,FR,2010-11,G,Oregon State,Pac-10,24,418,17.4,2.4,6.2,1.5,3.6,0.8,2.6,1.9,2.2,0.7,1.1,1.8,1.5,0.6,0.1,1.9,2.5,7.5,12.3,.514,.450,4.3,7.9,6.0,18.3,1.9,0.6,20.9,25.5,175,96.2,109.0,0.3,0.2,0.6,0.3,-2.1,-1.8
53,10050,E. Victor Nickerson,SR,2014-15,G,Valparaiso,Horizon,33,629,19.1,2.1,5.2,1.7,3.8,0.4,1.3,1.6,2.3,0.5,1.6,2.2,1.9,0.7,0.2,2.1,1.8,6.2,11.7,.501,.450,3.5,9.6,6.7,20.3,2.3,1.0,24.9,23.0,217,92.9,96.1,0.2,1.2,1.4,-2.8,1.0,-1.8
54,10051,Trey Norris,JR,2014-15,G,South Dakota,Summit,33,803,24.3,1.8,3.8,1.5,2.8,0.3,1.1,1.6,2.2,0.3,1.1,1.4,2.7,0.9,0.0,1.0,2.5,5.5,12.2,.563,.508,1.3,5.8,3.4,21.0,2.2,0.0,17.0,12.5,202,116.1,108.5,1.3,0.5,1.9,0.0,-1.9,-1.8
55,10052,Chris Patton,SR,2013-14,F,UC-Riverside,Big West,29,765,26.4,5.2,10.1,5.2,10.1,0.0,0.0,2.6,3.7,2.2,3.6,5.8,1.2,0.6,0.7,2.3,2.6,13.0,20.0,.549,.517,9.6,16.3,12.9,11.7,1.3,2.6,16.1,27.5,359,103.9,106.0,1.1,0.9,2.0,-0.9,-0.9,-1.8
56,10053,Adam Pegg,JR,2011-12,C,Stetson,A-Sun,29,808,27.9,5.7,11.0,5.1,9.3,0.6,1.8,2.9,4.0,2.0,3.4,5.5,1.4,0.6,0.4,2.3,2.9,14.9,20.1,.576,.544,8.4,14.5,11.4,12.4,1.1,1.3,15.3,26.4,393,109.7,110.3,2.0,0.3,2.3,0.9,-2.8,-1.8
57,10054,Tayler Persons,FR,2014-15,G,Northern Kentucky,A-Sun,30,860,28.7,4.9,11.2,4.5,9.4,0.3,1.8,3.0,3.9,1.0,3.6,4.6,3.7,1.1,0.1,2.6,2.5,13.1,19.4,.501,.451,4.2,14.9,9.5,27.5,2.4,0.6,16.6,28.9,418,102.3,105.9,1.5,0.8,2.3,-0.8,-1.0,-1.8
58,10055,Corey Petros,SO,2012-13,C,Oakland,Summit,33,1117,33.8,4.8,8.4,4.8,8.4,0.0,0.0,3.0,5.8,3.2,4.9,8.2,1.0,0.6,0.3,1.5,2.4,12.5,18.5,.560,.565,10.8,21.8,15.5,6.4,1.1,1.1,12.1,18.8,412,114.6,111.9,2.7,0.2,2.9,0.2,-2.0,-1.8
59,10056,Darion Rackley,SR,2014-15,G,Jacksonville State,OVC,29,941,32.4,4.1,11.7,2.8,6.7,1.4,4.9,5.4,7.3,1.0,2.9,3.9,2.1,1.4,0.2,2.7,2.1,15.1,16.7,.500,.414,3.4,10.5,6.8,17.0,2.7,0.8,14.9,28.8,413,98.6,105.8,1.1,0.9,2.0,0.4,-2.2,-1.8
60,10057,Patrick Rembert,SR,2010-11,G,UC-Irvine,Big West,32,1059,33.1,3.8,10.0,2.5,6.4,1.3,3.6,3.4,4.3,0.3,3.0,3.3,3.3,0.9,0.1,2.0,2.3,12.2,13.9,.508,.440,1.1,9.8,5.5,20.4,1.6,0.2,14.4,20.8,400,102.9,106.6,1.4,0.9,2.3,-0.1,-1.7,-1.8
61,10058,Jordan Reves,SO,2010-11,F,Texas-Arlington,Southland,29,606,20.9,3.1,5.5,3.1,5.5,0.0,0.0,1.3,2.2,1.7,3.0,4.7,0.7,0.4,0.9,2.1,3.3,7.5,14.3,.571,.556,9.7,15.5,12.7,7.2,1.1,5.0,24.0,20.1,209,97.7,95.7,0.5,1.1,1.6,-3.5,1.7,-1.8
62,10059,Jarrid Rhodes,JR,2016-17,F,Missouri State,MVC,33,731,22.2,2.6,6.1,1.5,3.2,1.1,2.9,0.7,1.0,0.8,2.6,3.5,0.6,0.3,0.2,1.3,1.8,7.0,11.1,.533,.515,4.5,14.3,9.4,5.7,0.7,1.2,16.2,18.2,212,102.0,106.6,0.6,0.7,1.4,-0.6,-1.2,-1.8
63,10060,Evan Roquemore,SR,2013-14,G,Santa Clara,WCC,29,879,30.3,3.3,9.3,1.9,5.2,1.4,4.2,2.6,3.3,0.6,2.6,3.1,2.9,0.8,0.4,2.4,2.3,10.7,11.9,.491,.435,2.1,10.5,6.1,20.0,1.6,1.3,18.3,23.2,317,96.2,110.7,0.4,0.6,1.0,-0.9,-0.9,-1.8
66,10061,Clarke Rosenberg,SR,2014-15,G,Chicago State,WAC,31,876,28.3,4.4,11.1,3.2,7.2,1.2,4.0,2.5,3.7,1.2,2.7,3.9,2.0,1.2,0.4,2.4,2.6,12.6,16.7,.487,.452,4.7,12.4,8.2,20.2,2.5,1.9,15.6,28.2,374,97.6,103.6,0.9,1.0,1.9,-0.2,-1.5,-1.8
67,10062,Isaiah Ross,FR,2016-17,G,Missouri-Kansas City,WAC,34,584,17.2,2.6,6.5,0.7,1.5,1.9,5.0,1.0,1.2,0.4,1.6,1.9,0.6,0.5,0.0,0.9,1.9,8.0,14.2,.567,.538,2.3,10.2,6.2,6.5,1.5,0.2,10.7,22.0,236,109.7,109.2,1.0,0.5,1.5,1.8,-3.6,-1.8
68,10063,Duda Sanadze,SO,2013-14,G,San Diego,WCC,33,879,26.6,4.2,10.4,2.8,5.7,1.4,4.7,3.1,3.8,0.8,2.9,3.7,0.9,0.6,0.2,2.1,2.5,12.9,15.9,.530,.474,3.7,12.8,8.4,7.8,1.5,1.0,14.4,29.1,382,101.4,105.2,1.0,1.1,2.1,0.0,-1.8,-1.8
69,10064,Jamal Shabazz,SR,2015-16,G,Samford,Southern,33,758,23.0,2.3,5.8,1.3,2.5,1.0,3.3,1.8,2.2,1.1,2.3,3.5,0.5,0.5,0.5,1.0,2.8,7.5,12.5,.543,.484,5.8,11.7,8.8,4.5,1.3,2.4,12.4,17.1,233,110.2,107.3,1.1,0.7,1.8,-0.4,-1.4,-1.8
70,10065,Amadou Sidibe,SO,2013-14,C,Fairfield,MAAC,32,757,23.7,2.2,4.8,2.2,4.8,0.0,0.0,1.3,1.8,2.3,4.3,6.6,0.8,0.5,0.3,1.1,3.3,5.6,12.4,.494,.452,10.9,21.2,15.9,7.6,1.2,1.4,16.5,14.7,198,102.9,103.0,0.6,1.1,1.7,-3.1,1.3,-1.8
71,10066,J.R. Sims,JR,2012-13,G,Eastern Michigan,MAC,34,759,22.3,2.0,5.5,1.1,3.1,0.9,2.4,0.9,1.4,0.4,1.1,1.5,1.2,1.4,0.0,1.3,1.5,5.8,11.2,.471,.444,1.9,6.8,4.2,12.4,4.2,0.2,17.0,18.3,186,92.7,99.4,0.3,1.0,1.3,-1.7,0.0,-1.8
72,10067,Ethan Stair,FR,2015-16,G,Mercer,Southern,34,823,24.2,2.5,5.9,2.0,4.0,0.5,1.9,1.0,1.5,1.3,2.9,4.2,1.1,0.6,0.2,1.3,2.2,6.6,11.0,.494,.473,6.3,13.1,9.8,8.6,1.6,0.9,16.3,16.8,219,100.3,104.5,0.6,1.0,1.6,-1.8,0.0,-1.8
73,10068,Jordan Swopshire,SO,2015-16,F,Colgate,Patriot,30,759,25.3,3.4,7.5,1.3,2.7,2.1,4.8,1.7,2.2,0.9,3.8,4.7,1.0,0.4,0.2,1.7,1.8,10.6,17.2,.625,.600,4.2,18.7,11.3,8.0,0.9,1.0,16.6,21.7,282,111.5,109.3,1.5,0.6,2.1,1.2,-3.0,-1.8
74,10069,Steve Tecker,JR,2012-13,G,South Dakota,Summit,29,583,20.1,2.2,4.0,2.0,3.5,0.2,0.5,0.8,1.1,1.0,2.5,3.5,1.3,0.8,0.0,1.1,1.4,5.3,15.1,.588,.560,6.3,16.1,11.1,13.6,2.2,0.2,19.5,15.0,167,110.3,111.7,1.0,0.1,1.1,-0.1,-1.7,-1.8
75,10070,Malik Thomas,JR,2013-14,G,Boston University,Patriot,35,671,19.2,2.2,5.2,1.9,4.0,0.3,1.2,1.1,1.6,1.2,2.9,4.0,1.2,0.5,0.4,1.6,1.8,5.8,12.1,.489,.456,7.3,18.0,12.6,11.9,1.6,2.3,21.2,21.0,216,92.8,100.1,0.0,1.2,1.2,-3.9,2.1,-1.8
76,10071,Manny Thomas,FR,2011-12,G,Marist,MAAC,32,702,21.9,1.6,3.8,1.0,2.5,0.6,1.3,1.4,1.7,0.5,2.4,3.0,1.3,0.5,0.4,1.1,1.5,5.3,11.7,.563,.496,2.8,14.6,8.3,12.6,1.4,1.8,19.4,13.3,170,107.2,108.4,0.8,0.4,1.2,-1.2,-0.6,-1.8
77,10072,Ty Toney,JR,2015-16,G,Eastern Michigan,MAC,31,935,30.2,3.6,9.2,3.2,7.1,0.5,2.1,3.2,4.5,0.5,2.7,3.2,2.9,1.6,0.3,2.5,2.5,11.0,12.9,.485,.421,1.8,9.5,5.7,17.7,2.9,1.1,18.3,22.0,348,95.9,104.9,0.4,1.1,1.5,-1.8,0.0,-1.8
78,10073,Ty Toney,SR,2016-17,G,Eastern Michigan,MAC,30,810,27.0,3.8,8.9,3.3,7.3,0.5,1.6,2.2,3.5,0.4,1.7,2.1,2.7,1.6,0.2,1.3,1.7,10.2,15.5,.484,.449,1.5,7.1,4.2,18.2,3.3,1.0,11.2,21.1,306,105.1,105.1,1.1,0.9,2.0,-1.1,-0.7,-1.8
79,10074,Marques Townes,SO,2015-16,G,Fairleigh Dickinson,NEC,33,1011,30.6,4.3,8.9,3.2,5.8,1.1,3.1,1.8,2.7,0.9,3.0,3.9,2.7,1.3,0.1,1.8,1.6,11.5,16.2,.561,.537,3.4,11.1,7.2,15.6,2.3,0.3,14.9,18.9,375,110.2,109.4,1.7,0.8,2.5,0.5,-2.3,-1.8
80,10075,Lucas Troutman,SR,2013-14,F,Elon,Southern,31,896,28.9,6.0,11.3,5.9,11.3,0.0,0.0,3.8,5.4,1.6,4.6,6.2,0.8,0.7,1.9,2.1,2.3,15.8,23.7,.570,.530,6.8,17.8,12.6,6.3,1.5,6.3,13.1,28.7,443,108.9,100.9,1.9,1.5,3.4,-2.8,1.0,-1.8
81,10076,Conor Turley,SR,2010-11,F,Pennsylvania,Ivy,26,435,16.7,2.0,3.5,2.0,3.5,0.0,0.0,1.4,2.0,0.9,1.5,2.4,0.6,0.2,0.4,1.0,2.4,5.3,14.0,.594,.560,7.5,11.7,9.6,8.3,0.9,3.1,17.7,18.1,134,109.4,107.4,0.7,0.3,1.1,-1.5,-0.2,-1.8
82,10077,Jeremie Tyler,SO,2015-16,G,Ball State,MAC,35,796,22.7,3.3,8.4,1.6,3.7,1.7,4.7,0.9,1.2,0.2,1.5,1.6,1.0,0.7,0.3,0.7,1.7,9.1,13.5,.510,.491,0.9,7.1,4.2,9.4,1.8,1.7,7.7,22.6,274,103.1,102.9,0.9,1.1,2.0,-0.3,-1.5,-1.8
83,10078,B.J. Tyson,JR,2016-17,G,East Carolina,AAC,25,627,25.1,3.6,9.5,3.0,7.1,0.6,2.4,1.7,2.5,0.3,2.6,2.9,2.4,1.0,0.2,2.0,1.2,9.6,12.4,.451,.418,1.2,10.7,6.1,23.7,2.5,0.6,15.5,25.8,233,90.2,99.3,-0.1,1.1,1.0,-2.5,0.7,-1.8
84,10079,DaMetrius Upchurch,JR,2011-12,F,North Carolina A&T,MEAC,27,475,17.6,2.8,5.2,2.8,5.2,0.0,0.0,1.4,2.5,1.9,2.7,4.6,0.5,0.7,0.9,1.3,2.5,7.0,19.1,.550,.536,11.6,17.6,14.5,6.2,2.2,6.0,17.3,21.1,182,103.5,98.3,0.7,0.7,1.4,-2.9,1.1,-1.8
85,10080,Jacob Van,JR,2016-17,G,Air Force,MWC,33,944,28.6,3.3,7.5,2.3,4.9,1.0,2.6,2.9,3.5,0.2,2.3,2.5,2.8,0.5,0.0,1.7,1.1,10.6,14.7,.579,.512,0.8,9.6,5.1,19.9,1.1,0.1,15.8,19.5,344,111.3,112.8,1.7,0.4,2.1,0.8,-2.6,-1.8
88,10081,Clive Weeden,SR,2010-11,C,Dartmouth,Ivy,28,607,21.7,1.9,4.7,1.9,4.7,0.0,0.0,1.3,2.3,2.3,2.4,4.6,1.1,0.5,0.9,1.2,3.2,5.1,12.7,.443,.409,11.6,13.3,12.4,11.0,1.5,5.1,17.3,17.1,169,94.1,107.0,0.2,0.5,0.7,-3.3,1.5,-1.8
89,10082,Jeff White,SO,2013-14,G,Loyola (IL),MVC,32,1032,32.3,3.4,7.3,2.7,5.6,0.7,1.7,2.3,2.8,0.4,2.8,3.2,3.0,1.0,0.1,2.4,2.4,9.8,12.9,.569,.515,1.5,11.2,6.5,20.1,2.0,0.5,22.0,19.2,322,102.6,109.2,1.0,0.9,1.9,-1.0,-0.8,-1.8
90,10083,Bryson Williams,FR,2016-17,F,Fresno State,MWC,33,566,17.2,3.2,5.3,3.2,5.3,0.0,0.0,1.3,2.0,1.5,2.9,4.4,0.2,0.4,0.5,1.2,3.1,7.7,19.3,.616,.603,10.3,19.2,14.8,2.0,1.3,3.8,16.0,21.8,230,111.4,98.5,1.1,1.0,2.1,-1.3,-0.5,-1.8
91,10084,Ken Williams,SR,2016-17,G,South Alabama,Sun Belt,32,941,29.4,4.4,12.3,2.8,6.4,1.6,5.8,3.5,4.5,0.6,2.3,2.9,3.3,0.8,0.2,1.9,1.6,13.9,15.8,.482,.423,2.2,9.1,5.5,24.5,1.6,0.9,11.7,27.5,445,101.7,105.5,1.2,1.1,2.3,0.6,-2.4,-1.8
92,10085,T.J. Williams,JR,2015-16,G,Northeastern,CAA,28,656,23.4,2.2,4.7,2.0,3.6,0.3,1.1,2.1,3.3,0.4,1.6,2.0,2.7,0.7,0.1,1.4,1.8,6.8,13.0,.539,.496,1.9,8.3,5.1,23.5,1.8,0.5,17.7,17.5,208,107.6,108.0,0.9,0.6,1.5,-0.8,-1.0,-1.8
93,10086,Terrence Williams,JR,2013-14,G,Charlotte,CUSA,31,937,30.2,3.5,9.3,3.0,7.5,0.5,1.8,3.0,4.2,0.9,4.0,4.9,2.3,1.0,0.2,2.4,2.5,10.5,11.4,.466,.403,3.4,14.4,9.0,14.9,1.9,0.7,17.3,22.0,329,94.5,102.7,0.2,1.4,1.6,-2.6,0.8,-1.8
94,10087,Adam Wing,SO,2013-14,G,Evansville,MVC,33,1035,31.4,2.5,6.3,2.1,4.8,0.4,1.5,1.5,1.9,0.8,3.0,3.8,1.9,0.8,0.2,1.6,2.7,7.1,8.5,.487,.435,3.4,11.0,7.4,12.1,1.6,0.8,18.4,15.1,243,94.3,109.9,0.2,0.8,1.0,-2.1,0.4,-1.8
